"est","se","ci_low","ci_high","effect","model","class_id","pval","tau2","QEp","k","method"
5.33241076477864,0.381674320848523,4.58434284209175,6.08047868746552,"friendship_rate1","model_0","Summary",2.33978901355161e-44,1.52167306931704,0.000236566040912169,17,"REML"
4.70509871104886,0.366441781300466,3.98688601726925,5.42331140482848,"friendship_rate1","model_1","Summary",9.79219597494525e-38,1.72114821089774,8.4869361736201e-08,17,"REML"
5.36949102272364,0.418879860901888,4.54850158150679,6.19048046394049,"friendship_rate1","model_2","Summary",1.28859471135e-37,1.95348369929902,4.9834939306983e-05,17,"REML"
5.57463864870011,0.421446705676261,4.74861828417159,6.40065901322863,"friendship_rate1","model_3","Summary",6.09704563396402e-40,1.99102801884223,5.55197211999603e-05,17,"REML"
5.10804230211406,0.392709439778767,4.33834594375877,5.87773866046934,"friendship_rate1","model_4","Summary",1.11377088235854e-38,1.89702617700254,2.33518040483859e-06,17,"REML"
4.75181461326653,0.341410540554256,4.08266224983784,5.42096697669523,"friendship_rate1","model_5","Summary",4.91229331229234e-44,1.43538051602986,3.39959218632579e-06,17,"REML"
-2.19825625343817,0.0879589703632974,-2.37065266746746,-2.02585983940888,"friendship_density_eval","model_0","Summary",7.49958921935899e-138,0.000396102985201185,0.651177517397839,17,"REML"
-0.498510186392909,0.11378058532232,-0.721516035764542,-0.275504337021276,"friendship_density_eval","model_1","Summary",1.17957560727828e-05,0.165835613868364,8.18764021346461e-08,17,"REML"
-1.94909153709227,0.119122998732059,-2.18256832433752,-1.71561474984703,"friendship_density_eval","model_2","Summary",3.57150595065052e-60,0,0.671446000464409,17,"REML"
-1.61492351656189,0.107720054467529,-1.82605094373094,-1.40379608939284,"friendship_density_eval","model_3","Summary",8.30013043538344e-51,0.0847945493525599,0.0104630871365809,17,"REML"
-0.96492807610787,0.133666923178008,-1.22691043146105,-0.702945720754693,"friendship_density_eval","model_4","Summary",5.24099941325574e-13,0.229843861335952,1.0578817868314e-07,17,"REML"
-1.37175122455358,0.128036455232691,-1.62269806551783,-1.12080438358933,"friendship_density_eval","model_5","Summary",8.77295499520244e-27,0.210488694877514,9.39461628678758e-08,17,"REML"
