"est","se","ci_low","ci_high","effect","model","class_id","pval","tau2","QEp","k","method","estimand","context"
0.153959909499472,0.0225925737293464,0.109679278671887,0.198240540327057,"egoXaltX_gender_m_sd","model_3","Summary",9.45102074640086e-12,0.00463823762787907,0.00233485049408877,17,"REML","accumulated","creation"
0.199430047280739,0.0241270277546795,0.152141941827569,0.246718152733909,"egoXaltX_gender_m_sd","model_4","Summary",1.38719500094118e-16,0.00677382837907496,7.81602828969266e-06,17,"REML","accumulated","creation"
0.000780571445775272,0.00135068527865106,-0.00186672305482925,0.00342786594637979,"egoXaltX_gender_m_sd","model_5","Summary",0.563326424951688,2.22378518035236e-06,0.646559296335064,17,"REML","accumulated","creation"
1.01229222822207,0.0874821457289375,0.840830373303068,1.18375408314107,"recip_fd","model_0","Summary",5.75259082162702e-31,0.0785987187398885,0.000391240173321041,17,"REML","accumulated","maintenance"
0.87410754692434,0.0933970355923406,0.691052720900546,1.05716237294813,"recip_fd","model_2","Summary",8.04566547711779e-21,0.0770894224036624,0.00308399129736287,17,"REML","accumulated","maintenance"
0.673390692690328,0.0796112264750991,0.517355556034072,0.829425829346584,"recip_fd","model_3","Summary",2.70863898056326e-17,0.0718484352467558,2.39700476477486e-05,17,"REML","accumulated","maintenance"
0.609966750191972,0.0755265259368242,0.461937479478366,0.757996020905578,"recip_fd","model_4","Summary",6.68204564871638e-16,0.0697826839578388,2.0936054884541e-08,17,"REML","accumulated","maintenance"
0.243153553006826,0.0186745259582263,0.206552154700344,0.279754951313308,"transTrip1_fd","model_0","Summary",9.34325064630605e-39,0.00215394640710288,0.0402052752985008,17,"REML","accumulated","maintenance"
0.219360142100826,0.0185553619190335,0.182992301019414,0.255727983182238,"transTrip1_fd","model_2","Summary",3.00705113174027e-32,0.00140365028897428,0.0935440133020193,17,"REML","accumulated","maintenance"
0.239481323203516,0.0159090209661495,0.20830021508057,0.270662431326461,"transTrip1_fd","model_3","Summary",3.29040618194923e-51,1.33497063094696e-06,0.510626773670508,17,"REML","accumulated","maintenance"
-0.494651212692384,0.051538723142022,-0.595665253859928,-0.39363717152484,"interaction_sd","model_0","Summary",8.17788229751209e-22,0,0.875215385755715,17,"REML","accumulated","maintenance"
-0.458217845821305,0.0594203683846734,-0.574679627803367,-0.341756063839243,"interaction_sd","model_2","Summary",1.24385595230122e-14,0,0.935355769927765,17,"REML","accumulated","maintenance"
0.34637681700815,0.0467295941853495,0.254788495392693,0.437965138623608,"X_primary","model_1","Summary",1.24066554044624e-13,0.020615296323015,0.00103224449537467,17,"REML","accumulated","maintenance"
0.306353495662507,0.0489728618092601,0.2103684502965,0.402338541028513,"X_primary","model_2","Summary",3.96049511011661e-10,0.0156990295279683,0.0529899782405897,17,"REML","accumulated","maintenance"
0.346339935712834,0.0438809400774339,0.260334873553304,0.432344997872365,"X_primary","model_3","Summary",2.95672513315226e-15,0.00603128576699656,0.260497868390799,17,"REML","accumulated","maintenance"
0.287806218783479,0.0424217183547665,0.204661178645835,0.370951258921123,"X_primary","model_4","Summary",1.16563991863032e-11,0.0114482496148543,0.0515051521065581,17,"REML","accumulated","maintenance"
0.257725705759983,0.049027241475544,0.161634078206568,0.353817333313397,"X_primary","model_5","Summary",1.46594903349129e-07,0.0208166708620573,0.00332245224503618,17,"REML","accumulated","maintenance"
-0.0540000563081961,0.0496444594137474,-0.151301408791101,0.0433012961747092,"egoX_gender_m_fd","model_1","Summary",0.276711753821543,0.0147478655153784,0.0715197348038553,17,"REML","accumulated","maintenance"
-0.121062240670633,0.0501269166188344,-0.219309191899591,-0.0228152894416754,"egoX_gender_m_fd","model_2","Summary",0.0157302660694503,0.00582795743026802,0.4223054701003,17,"REML","accumulated","maintenance"
-0.0707967697723535,0.0511701978943564,-0.171088514727079,0.0294949751823722,"egoX_gender_m_fd","model_3","Summary",0.166494835440792,0.00424494834369917,0.321959673850099,17,"REML","accumulated","maintenance"
-0.0645010894501298,0.0515382747274778,-0.165514251741317,0.0365120728410574,"egoX_gender_m_fd","model_4","Summary",0.210745473301126,0.0155119475894448,0.0856420796645542,17,"REML","accumulated","maintenance"
-0.0613416344774929,0.0414930409475548,-0.142666500343746,0.0199832313887602,"egoX_gender_m_fd","model_5","Summary",0.139311558922076,0.00841625410089333,0.124971362025218,17,"REML","accumulated","maintenance"
0.0554574356688017,0.085115054620438,-0.111365005929416,0.22227987726702,"altX_gender_m_fd","model_1","Summary",0.514686039397683,0.0413745576001131,0.0592889644876547,17,"REML","accumulated","maintenance"
-0.000971986674257804,0.0605954192322101,-0.119736825997495,0.11779285264898,"altX_gender_m_fd","model_2","Summary",0.987202004470575,0.0135172240383403,0.163071615760264,17,"REML","accumulated","maintenance"
0.0307927475709648,0.072880919893062,-0.112051230579585,0.173636725721515,"altX_gender_m_fd","model_3","Summary",0.672654504296816,0.0305621451280898,0.0593803306317571,17,"REML","accumulated","maintenance"
0.0550962937546956,0.0797397305258551,-0.10119070621291,0.211383293722301,"altX_gender_m_fd","model_4","Summary",0.489595962541028,0.0352982887913363,0.059130341232861,17,"REML","accumulated","maintenance"
-0.00228361692360189,0.0474219538466511,-0.0952289385395587,0.090661704692355,"altX_gender_m_fd","model_5","Summary",0.961592499310232,0.0201087975741697,0.00334635868319699,17,"REML","accumulated","maintenance"
1.34616676429073,0.155886412371694,1.04063501036305,1.65169851821841,"egoXaltX_gender_m_sd","model_1","Summary",5.84390646577844e-18,0.185395477131042,0.010687819263638,17,"REML","accumulated","maintenance"
0.708467867648016,0.169125339404096,0.376988293542876,1.03994744175316,"egoXaltX_gender_m_sd","model_2","Summary",2.80173108768116e-05,0.216172769369997,0.0150370538150086,17,"REML","accumulated","maintenance"
0.894317512449531,0.16714842492131,0.566712619531166,1.2219224053679,"egoXaltX_gender_m_sd","model_3","Summary",8.77409480183426e-08,0.216910601561638,0.0104459887840806,17,"REML","accumulated","maintenance"
1.06035558762139,0.148220219299876,0.769849296013003,1.35086187922977,"egoXaltX_gender_m_sd","model_4","Summary",8.43342419294408e-13,0.152955682076374,0.0227285575646126,17,"REML","accumulated","maintenance"
-0.00183900085996275,0.0051297395425611,-0.0118931056134535,0.00821510389352796,"egoXaltX_gender_m_sd","model_5","Summary",0.719970738218436,3.38969670728955e-07,0.856015780862888,17,"REML","accumulated","maintenance"
